County,Year,Quarter,Medication_Assisted_Treatment,Beneficiaries,Status,Annotation,Annotation_Description,,
Santa Clara,2017,Q2,Buprenorphine,228,F,,,,
Santa Clara,2017,Q3,Buprenorphine,258,F,,,,
Santa Clara,2017,Q4,Buprenorphine,302,F,,,,
Santa Clara,2018,Q1,Buprenorphine,363,F,,,,
Santa Clara,2018,Q2,Buprenorphine,362,F,,,,
Santa Clara,2018,Q3,Buprenorphine,404,F,,,,
Santa Clara,2018,Q4,Buprenorphine,423,F,,,,
Santa Clara,2019,Q1,Buprenorphine,448,F,,,,
Santa Clara,2019,Q2,Buprenorphine,459,F,,,,
Santa Clara,2019,Q3,Buprenorphine,483,F,,,,
Santa Clara,2019,Q4,Buprenorphine,516,F,,,,
Santa Clara,2020,Q1,Buprenorphine,533,P,,,,
Santa Cruz,2010,Q1,Buprenorphine,12,F,,,,
Santa Cruz,2010,Q2,Buprenorphine,12,F,,,,
Santa Cruz,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Cruz,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Cruz,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Cruz,2011,Q2,Buprenorphine,12,F,,,,
Santa Cruz,2011,Q3,Buprenorphine,13,F,,,,
Santa Cruz,2011,Q4,Buprenorphine,14,F,,,,
Santa Cruz,2012,Q1,Buprenorphine,14,F,,,,
Santa Cruz,2012,Q2,Buprenorphine,13,F,,,,
Santa Cruz,2012,Q3,Buprenorphine,15,F,,,,
Santa Cruz,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Cruz,2013,Q1,Buprenorphine,13,F,,,,
Santa Cruz,2013,Q2,Buprenorphine,13,F,,,,
Santa Cruz,2013,Q3,Buprenorphine,11,F,,,,
Santa Cruz,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Santa Cruz,2014,Q1,Buprenorphine,28,F,,,,
Santa Cruz,2014,Q2,Buprenorphine,36,F,,,,
Santa Cruz,2014,Q3,Buprenorphine,36,F,,,,
Santa Cruz,2014,Q4,Buprenorphine,41,F,,,,
Santa Cruz,2015,Q1,Buprenorphine,50,F,,,,
Santa Cruz,2015,Q2,Buprenorphine,68,F,,,,
Santa Cruz,2015,Q3,Buprenorphine,88,F,,,,
Santa Cruz,2015,Q4,Buprenorphine,98,F,,,,
Santa Cruz,2016,Q1,Buprenorphine,128,F,,,,
Santa Cruz,2016,Q2,Buprenorphine,135,F,,,,
Santa Cruz,2016,Q3,Buprenorphine,146,F,,,,
Santa Cruz,2016,Q4,Buprenorphine,166,F,,,,
Santa Cruz,2017,Q1,Buprenorphine,226,F,,,,
Santa Cruz,2017,Q2,Buprenorphine,234,F,,,,
Santa Cruz,2017,Q3,Buprenorphine,261,F,,,,
Santa Cruz,2017,Q4,Buprenorphine,252,F,,,,
Santa Cruz,2018,Q1,Buprenorphine,268,F,,,,
Santa Cruz,2018,Q2,Buprenorphine,281,F,,,,
Santa Cruz,2018,Q3,Buprenorphine,289,F,,,,
Santa Cruz,2018,Q4,Buprenorphine,321,F,,,,
Santa Cruz,2019,Q1,Buprenorphine,358,F,,,,
Santa Cruz,2019,Q2,Buprenorphine,398,F,,,,
Santa Cruz,2019,Q3,Buprenorphine,376,F,,,,
Santa Cruz,2019,Q4,Buprenorphine,370,F,,,,
Santa Cruz,2020,Q1,Buprenorphine,385,P,,,,
Shasta,2010,Q1,Buprenorphine,18,F,,,,
Shasta,2010,Q2,Buprenorphine,27,F,,,,
Shasta,2010,Q3,Buprenorphine,35,F,,,,
Shasta,2010,Q4,Buprenorphine,36,F,,,,
Shasta,2011,Q1,Buprenorphine,47,F,,,,
Shasta,2011,Q2,Buprenorphine,55,F,,,,
Shasta,2011,Q3,Buprenorphine,65,F,,,,
Shasta,2011,Q4,Buprenorphine,77,F,,,,
Shasta,2012,Q1,Buprenorphine,83,F,,,,
Shasta,2012,Q2,Buprenorphine,81,F,,,,
Shasta,2012,Q3,Buprenorphine,73,F,,,,
Shasta,2012,Q4,Buprenorphine,75,F,,,,
Shasta,2013,Q1,Buprenorphine,82,F,,,,
Shasta,2013,Q2,Buprenorphine,85,F,,,,
Shasta,2013,Q3,Buprenorphine,84,F,,,,
Shasta,2013,Q4,Buprenorphine,85,F,,,,
Shasta,2014,Q1,Buprenorphine,89,F,,,,
Shasta,2014,Q2,Buprenorphine,114,F,,,,
Shasta,2014,Q3,Buprenorphine,136,F,,,,
Shasta,2014,Q4,Buprenorphine,134,F,,,,
Shasta,2015,Q1,Buprenorphine,145,F,,,,
Shasta,2015,Q2,Buprenorphine,164,F,,,,
Shasta,2015,Q3,Buprenorphine,173,F,,,,
Shasta,2015,Q4,Buprenorphine,177,F,,,,
Shasta,2016,Q1,Buprenorphine,207,F,,,,
Shasta,2016,Q2,Buprenorphine,222,F,,,,
Shasta,2016,Q3,Buprenorphine,233,F,,,,
Shasta,2016,Q4,Buprenorphine,306,F,,,,
Shasta,2017,Q1,Buprenorphine,332,F,,,,
Shasta,2017,Q2,Buprenorphine,345,F,,,,
Shasta,2017,Q3,Buprenorphine,382,F,,,,
Shasta,2017,Q4,Buprenorphine,412,F,,,,
Shasta,2018,Q1,Buprenorphine,404,F,,,,
Shasta,2018,Q2,Buprenorphine,423,F,,,,
Shasta,2018,Q3,Buprenorphine,468,F,,,,
Shasta,2018,Q4,Buprenorphine,484,F,,,,
Shasta,2019,Q1,Buprenorphine,523,F,,,,
Shasta,2019,Q2,Buprenorphine,572,F,,,,
Shasta,2019,Q3,Buprenorphine,556,F,,,,
Shasta,2019,Q4,Buprenorphine,576,F,,,,
Shasta,2020,Q1,Buprenorphine,584,P,,,,
Siskiyou / Trinity,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2013,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2013,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2014,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Siskiyou / Trinity,2014,Q2,Buprenorphine,12,F,,,,
Siskiyou / Trinity,2014,Q3,Buprenorphine,16,F,,,,
Siskiyou / Trinity,2014,Q4,Buprenorphine,21,F,,,,
Siskiyou / Trinity,2015,Q1,Buprenorphine,31,F,,,,
Siskiyou / Trinity,2015,Q2,Buprenorphine,36,F,,,,
Siskiyou / Trinity,2015,Q3,Buprenorphine,35,F,,,,
Siskiyou / Trinity,2015,Q4,Buprenorphine,35,F,,,,
Siskiyou / Trinity,2016,Q1,Buprenorphine,36,F,,,,
Siskiyou / Trinity,2016,Q2,Buprenorphine,38,F,,,,
Siskiyou / Trinity,2016,Q3,Buprenorphine,44,F,,,,
Siskiyou / Trinity,2016,Q4,Buprenorphine,61,F,,,,
Siskiyou / Trinity,2017,Q1,Buprenorphine,57,F,,,,
Siskiyou / Trinity,2017,Q2,Buprenorphine,59,F,,,,
Siskiyou / Trinity,2017,Q3,Buprenorphine,68,F,,,,
Siskiyou / Trinity,2017,Q4,Buprenorphine,69,F,,,,
Siskiyou / Trinity,2018,Q1,Buprenorphine,70,F,,,,
Siskiyou / Trinity,2018,Q2,Buprenorphine,76,F,,,,
Siskiyou / Trinity,2018,Q3,Buprenorphine,84,F,,,,
Siskiyou / Trinity,2018,Q4,Buprenorphine,110,F,,,,
Siskiyou / Trinity,2019,Q1,Buprenorphine,115,F,,,,
Siskiyou / Trinity,2019,Q2,Buprenorphine,119,F,,,,
Siskiyou / Trinity,2019,Q3,Buprenorphine,118,F,,,,
Siskiyou / Trinity,2019,Q4,Buprenorphine,123,F,,,,
Siskiyou / Trinity,2020,Q1,Buprenorphine,122,P,,,,
Solano,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Solano,2010,Q2,Buprenorphine,12,F,,,,
Solano,2010,Q3,Buprenorphine,21,F,,,,
Solano,2010,Q4,Buprenorphine,26,F,,,,
Solano,2011,Q1,Buprenorphine,19,F,,,,
Solano,2011,Q2,Buprenorphine,18,F,,,,
Solano,2011,Q3,Buprenorphine,16,F,,,,
Solano,2011,Q4,Buprenorphine,17,F,,,,
Solano,2012,Q1,Buprenorphine,18,F,,,,
Solano,2012,Q2,Buprenorphine,18,F,,,,
Solano,2012,Q3,Buprenorphine,18,F,,,,
Solano,2012,Q4,Buprenorphine,20,F,,,,
Solano,2013,Q1,Buprenorphine,20,F,,,,
Solano,2013,Q2,Buprenorphine,20,F,,,,
Solano,2013,Q3,Buprenorphine,23,F,,,,
Solano,2013,Q4,Buprenorphine,22,F,,,,
Solano,2014,Q1,Buprenorphine,28,F,,,,
Solano,2014,Q2,Buprenorphine,37,F,,,,
Solano,2014,Q3,Buprenorphine,47,F,,,,
Solano,2014,Q4,Buprenorphine,44,F,,,,
Solano,2015,Q1,Buprenorphine,42,F,,,,
Solano,2015,Q2,Buprenorphine,53,F,,,,
Solano,2015,Q3,Buprenorphine,56,F,,,,
Solano,2015,Q4,Buprenorphine,59,F,,,,
Solano,2016,Q1,Buprenorphine,57,F,,,,
Solano,2016,Q2,Buprenorphine,66,F,,,,
Solano,2016,Q3,Buprenorphine,73,F,,,,
Solano,2016,Q4,Buprenorphine,85,F,,,,
Solano,2017,Q1,Buprenorphine,87,F,,,,
Solano,2017,Q2,Buprenorphine,105,F,,,,
Solano,2017,Q3,Buprenorphine,112,F,,,,
Solano,2017,Q4,Buprenorphine,122,F,,,,
Solano,2018,Q1,Buprenorphine,131,F,,,,
Solano,2018,Q2,Buprenorphine,132,F,,,,
Solano,2018,Q3,Buprenorphine,149,F,,,,
Solano,2018,Q4,Buprenorphine,148,F,,,,
Solano,2019,Q1,Buprenorphine,143,F,,,,
Solano,2019,Q2,Buprenorphine,143,F,,,,
Solano,2019,Q3,Buprenorphine,169,F,,,,
Solano,2019,Q4,Buprenorphine,184,F,,,,
Solano,2020,Q1,Buprenorphine,220,P,,,,
Sonoma,2010,Q1,Buprenorphine,27,F,,,,
Sonoma,2010,Q2,Buprenorphine,43,F,,,,
Sonoma,2010,Q3,Buprenorphine,44,F,,,,
Sonoma,2010,Q4,Buprenorphine,43,F,,,,
Sonoma,2011,Q1,Buprenorphine,45,F,,,,
Sonoma,2011,Q2,Buprenorphine,41,F,,,,
Sonoma,2011,Q3,Buprenorphine,45,F,,,,
Sonoma,2011,Q4,Buprenorphine,54,F,,,,
Sonoma,2012,Q1,Buprenorphine,51,F,,,,
Sonoma,2012,Q2,Buprenorphine,55,F,,,,
Sonoma,2012,Q3,Buprenorphine,56,F,,,,
Sonoma,2012,Q4,Buprenorphine,51,F,,,,
Sonoma,2013,Q1,Buprenorphine,56,F,,,,
Sonoma,2013,Q2,Buprenorphine,52,F,,,,
Sonoma,2013,Q3,Buprenorphine,52,F,,,,
Sonoma,2013,Q4,Buprenorphine,53,F,,,,
Sonoma,2014,Q1,Buprenorphine,81,F,,,,
Sonoma,2014,Q2,Buprenorphine,109,F,,,,
Sonoma,2014,Q3,Buprenorphine,128,F,,,,
Sonoma,2014,Q4,Buprenorphine,158,F,,,,
Sonoma,2015,Q1,Buprenorphine,173,F,,,,
Sonoma,2015,Q2,Buprenorphine,203,F,,,,
Sonoma,2015,Q3,Buprenorphine,223,F,,,,
Sonoma,2015,Q4,Buprenorphine,259,F,,,,
Sonoma,2016,Q1,Buprenorphine,272,F,,,,
Sonoma,2016,Q2,Buprenorphine,277,F,,,,
Sonoma,2016,Q3,Buprenorphine,333,F,,,,
Sonoma,2016,Q4,Buprenorphine,339,F,,,,
Sonoma,2017,Q1,Buprenorphine,387,F,,,,
Sonoma,2017,Q2,Buprenorphine,413,F,,,,
Sonoma,2017,Q3,Buprenorphine,422,F,,,,
Sonoma,2017,Q4,Buprenorphine,448,F,,,,
Sonoma,2018,Q1,Buprenorphine,438,F,,,,
Sonoma,2018,Q2,Buprenorphine,478,F,,,,
Sonoma,2018,Q3,Buprenorphine,491,F,,,,
Sonoma,2018,Q4,Buprenorphine,524,F,,,,
Sonoma,2019,Q1,Buprenorphine,565,F,,,,
Sonoma,2019,Q2,Buprenorphine,576,F,,,,
Sonoma,2019,Q3,Buprenorphine,603,F,,,,
Sonoma,2019,Q4,Buprenorphine,589,F,,,,
Sonoma,2020,Q1,Buprenorphine,630,P,,,,
Stanislaus,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Stanislaus,2012,Q4,Buprenorphine,11,F,,,,
Stanislaus,2013,Q1,Buprenorphine,11,F,,,,
Stanislaus,2013,Q2,Buprenorphine,13,F,,,,
Stanislaus,2013,Q3,Buprenorphine,15,F,,,,
Stanislaus,2013,Q4,Buprenorphine,18,F,,,,
Stanislaus,2014,Q1,Buprenorphine,34,F,,,,
Stanislaus,2014,Q2,Buprenorphine,46,F,,,,
Stanislaus,2014,Q3,Buprenorphine,50,F,,,,
Stanislaus,2014,Q4,Buprenorphine,58,F,,,,
Stanislaus,2015,Q1,Buprenorphine,76,F,,,,
Stanislaus,2015,Q2,Buprenorphine,109,F,,,,
Stanislaus,2015,Q3,Buprenorphine,110,F,,,,
Stanislaus,2015,Q4,Buprenorphine,127,F,,,,
Stanislaus,2016,Q1,Buprenorphine,143,F,,,,
Stanislaus,2016,Q2,Buprenorphine,146,F,,,,
Stanislaus,2016,Q3,Buprenorphine,147,F,,,,
Stanislaus,2016,Q4,Buprenorphine,231,F,,,,
Stanislaus,2017,Q1,Buprenorphine,215,F,,,,
Stanislaus,2017,Q2,Buprenorphine,202,F,,,,
Stanislaus,2017,Q3,Buprenorphine,198,F,,,,
Stanislaus,2017,Q4,Buprenorphine,200,F,,,,
Stanislaus,2018,Q1,Buprenorphine,239,F,,,,
Stanislaus,2018,Q2,Buprenorphine,274,F,,,,
Stanislaus,2018,Q3,Buprenorphine,277,F,,,,
Stanislaus,2018,Q4,Buprenorphine,287,F,,,,
Stanislaus,2019,Q1,Buprenorphine,295,F,,,,
Stanislaus,2019,Q2,Buprenorphine,295,F,,,,
Stanislaus,2019,Q3,Buprenorphine,303,F,,,,
Stanislaus,2019,Q4,Buprenorphine,295,F,,,,
Stanislaus,2020,Q1,Buprenorphine,354,P,,,,
Sutter,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Sutter,2010,Q2,Buprenorphine,14,F,,,,
Sutter,2010,Q3,Buprenorphine,17,F,,,,
Sutter,2010,Q4,Buprenorphine,20,F,,,,
Sutter,2011,Q1,Buprenorphine,23,F,,,,
Sutter,2011,Q2,Buprenorphine,20,F,,,,
Sutter,2011,Q3,Buprenorphine,23,F,,,,
Sutter,2011,Q4,Buprenorphine,23,F,,,,
Sutter,2012,Q1,Buprenorphine,30,F,,,,
Sutter,2012,Q2,Buprenorphine,28,F,,,,
Sutter,2012,Q3,Buprenorphine,29,F,,,,
Sutter,2012,Q4,Buprenorphine,31,F,,,,
Sutter,2013,Q1,Buprenorphine,28,F,,,,
Sutter,2013,Q2,Buprenorphine,30,F,,,,
Sutter,2013,Q3,Buprenorphine,35,F,,,,
Sutter,2013,Q4,Buprenorphine,33,F,,,,
Sutter,2014,Q1,Buprenorphine,50,F,,,,
Sutter,2014,Q2,Buprenorphine,60,F,,,,
Sutter,2014,Q3,Buprenorphine,61,F,,,,
Sutter,2014,Q4,Buprenorphine,63,F,,,,
Sutter,2015,Q1,Buprenorphine,71,F,,,,
Sutter,2015,Q2,Buprenorphine,73,F,,,,
Sutter,2015,Q3,Buprenorphine,87,F,,,,
Sutter,2015,Q4,Buprenorphine,88,F,,,,
Sutter,2016,Q1,Buprenorphine,85,F,,,,
Sutter,2016,Q2,Buprenorphine,91,F,,,,
Sutter,2016,Q3,Buprenorphine,101,F,,,,
Sutter,2016,Q4,Buprenorphine,98,F,,,,
Sutter,2017,Q1,Buprenorphine,95,F,,,,
Sutter,2017,Q2,Buprenorphine,114,F,,,,
Sutter,2017,Q3,Buprenorphine,116,F,,,,
Sutter,2017,Q4,Buprenorphine,111,F,,,,
Sutter,2018,Q1,Buprenorphine,107,F,,,,
Sutter,2018,Q2,Buprenorphine,106,F,,,,
Sutter,2018,Q3,Buprenorphine,109,F,,,,
Sutter,2018,Q4,Buprenorphine,126,F,,,,
Sutter,2019,Q1,Buprenorphine,138,F,,,,
Sutter,2019,Q2,Buprenorphine,151,F,,,,
Sutter,2019,Q3,Buprenorphine,153,F,,,,
Sutter,2019,Q4,Buprenorphine,144,F,,,,
Sutter,2020,Q1,Buprenorphine,151,P,,,,
Tehama,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2012,Q2,Buprenorphine,11,F,,,,
Tehama,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2012,Q4,Buprenorphine,12,F,,,,
Tehama,2013,Q1,Buprenorphine,13,F,,,,
Tehama,2013,Q2,Buprenorphine,16,F,,,,
Tehama,2013,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tehama,2013,Q4,Buprenorphine,17,F,,,,
Tehama,2014,Q1,Buprenorphine,24,F,,,,
Tehama,2014,Q2,Buprenorphine,25,F,,,,
Tehama,2014,Q3,Buprenorphine,24,F,,,,
Tehama,2014,Q4,Buprenorphine,30,F,,,,
Tehama,2015,Q1,Buprenorphine,31,F,,,,
Tehama,2015,Q2,Buprenorphine,30,F,,,,
Tehama,2015,Q3,Buprenorphine,25,F,,,,
Tehama,2015,Q4,Buprenorphine,33,F,,,,
Tehama,2016,Q1,Buprenorphine,41,F,,,,
Tehama,2016,Q2,Buprenorphine,41,F,,,,
Tehama,2016,Q3,Buprenorphine,43,F,,,,
Tehama,2016,Q4,Buprenorphine,59,F,,,,
Tehama,2017,Q1,Buprenorphine,63,F,,,,
Tehama,2017,Q2,Buprenorphine,72,F,,,,
Tehama,2017,Q3,Buprenorphine,58,F,,,,
Tehama,2017,Q4,Buprenorphine,56,F,,,,
Tehama,2018,Q1,Buprenorphine,64,F,,,,
Tehama,2018,Q2,Buprenorphine,68,F,,,,
Tehama,2018,Q3,Buprenorphine,62,F,,,,
Tehama,2018,Q4,Buprenorphine,63,F,,,,
Tehama,2019,Q1,Buprenorphine,66,F,,,,
Tehama,2019,Q2,Buprenorphine,77,F,,,,
Tehama,2019,Q3,Buprenorphine,84,F,,,,
Tehama,2019,Q4,Buprenorphine,82,F,,,,
Tehama,2020,Q1,Buprenorphine,88,P,,,,
Tulare,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2012,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2012,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2012,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2012,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2013,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tulare,2013,Q2,Buprenorphine,11,F,,,,
Tulare,2013,Q3,Buprenorphine,13,F,,,,
Tulare,2013,Q4,Buprenorphine,15,F,,,,
Tulare,2014,Q1,Buprenorphine,15,F,,,,
Tulare,2014,Q2,Buprenorphine,17,F,,,,
Tulare,2014,Q3,Buprenorphine,17,F,,,,
Tulare,2014,Q4,Buprenorphine,13,F,,,,
Tulare,2015,Q1,Buprenorphine,11,F,,,,
Tulare,2015,Q2,Buprenorphine,19,F,,,,
Tulare,2015,Q3,Buprenorphine,32,F,,,,
Tulare,2015,Q4,Buprenorphine,39,F,,,,
Tulare,2016,Q1,Buprenorphine,41,F,,,,
Tulare,2016,Q2,Buprenorphine,56,F,,,,
Tulare,2016,Q3,Buprenorphine,67,F,,,,
Tulare,2016,Q4,Buprenorphine,117,F,,,,
Tulare,2017,Q1,Buprenorphine,166,F,,,,
Tulare,2017,Q2,Buprenorphine,176,F,,,,
Tulare,2017,Q3,Buprenorphine,204,F,,,,
Tulare,2017,Q4,Buprenorphine,218,F,,,,
Tulare,2018,Q1,Buprenorphine,228,F,,,,
Tulare,2018,Q2,Buprenorphine,213,F,,,,
Tulare,2018,Q3,Buprenorphine,231,F,,,,
Tulare,2018,Q4,Buprenorphine,218,F,,,,
Tulare,2019,Q1,Buprenorphine,215,F,,,,
Tulare,2019,Q2,Buprenorphine,224,F,,,,
Tulare,2019,Q3,Buprenorphine,225,F,,,,
Tulare,2019,Q4,Buprenorphine,221,F,,,,
Tulare,2020,Q1,Buprenorphine,248,P,,,,
Tuolumne,2010,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2010,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2010,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2010,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q1,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q2,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q3,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2011,Q4,Buprenorphine,,F,1,cell suppressed for small numbers,,
Tuolumne,2012,Q1,Buprenorphine,12,F,,,,
Tuolumne,2012,Q2,Buprenorphine,14,F,,,,
Tuolumne,2012,Q3,Buprenorphine,13,F,,,,
Tuolumne,2012,Q4,Buprenorphine,13,F,,,,
Tuolumne,2013,Q1,Buprenorphine,15,F,,,,
Tuolumne,2013,Q2,Buprenorphine,19,F,,,,
Tuolumne,2013,Q3,Buprenorphine,19,F,,,,
Tuolumne,2013,Q4,Buprenorphine,20,F,,,,
Tuolumne,2014,Q1,Buprenorphine,17,F,,,,
Tuolumne,2014,Q2,Buprenorphine,29,F,,,,
Tuolumne,2014,Q3,Buprenorphine,34,F,,,,
Tuolumne,2014,Q4,Buprenorphine,42,F,,,,
Tuolumne,2015,Q1,Buprenorphine,46,F,,,,
Tuolumne,2015,Q2,Buprenorphine,50,F,,,,
Tuolumne,2015,Q3,Buprenorphine,58,F,,,,
Tuolumne,2015,Q4,Buprenorphine,58,F,,,,
Tuolumne,2016,Q1,Buprenorphine,72,F,,,,
Tuolumne,2016,Q2,Buprenorphine,83,F,,,,
Tuolumne,2016,Q3,Buprenorphine,78,F,,,,
Tuolumne,2016,Q4,Buprenorphine,117,F,,,,
Tuolumne,2017,Q1,Buprenorphine,119,F,,,,
Tuolumne,2017,Q2,Buprenorphine,127,F,,,,
Tuolumne,2017,Q3,Buprenorphine,136,F,,,,
Tuolumne,2017,Q4,Buprenorphine,139,F,,,,
Tuolumne,2018,Q1,Buprenorphine,135,F,,,,
Tuolumne,2018,Q2,Buprenorphine,137,F,,,,
Tuolumne,2018,Q3,Buprenorphine,139,F,,,,
Tuolumne,2018,Q4,Buprenorphine,141,F,,,,
Tuolumne,2019,Q1,Buprenorphine,168,F,,,,
Tuolumne,2019,Q2,Buprenorphine,180,F,,,,
Tuolumne,2019,Q3,Buprenorphine,189,F,,,,
Tuolumne,2019,Q4,Buprenorphine,183,F,,,,
Tuolumne,2020,Q1,Buprenorphine,196,P,,,,
Ventura,2010,Q1,Buprenorphine,25,F,,,,
Ventura,2010,Q2,Buprenorphine,27,F,,,,
Ventura,2010,Q3,Buprenorphine,24,F,,,,
Ventura,2010,Q4,Buprenorphine,25,F,,,,
Ventura,2011,Q1,Buprenorphine,27,F,,,,
Ventura,2011,Q2,Buprenorphine,31,F,,,,
Ventura,2011,Q3,Buprenorphine,31,F,,,,
Ventura,2011,Q4,Buprenorphine,30,F,,,,
Ventura,2012,Q1,Buprenorphine,31,F,,,,
Ventura,2012,Q2,Buprenorphine,35,F,,,,
Ventura,2012,Q3,Buprenorphine,34,F,,,,
Ventura,2012,Q4,Buprenorphine,39,F,,,,
Ventura,2013,Q1,Buprenorphine,38,F,,,,
Ventura,2013,Q2,Buprenorphine,39,F,,,,
Ventura,2013,Q3,Buprenorphine,32,F,,,,
Ventura,2013,Q4,Buprenorphine,28,F,,,,
Ventura,2014,Q1,Buprenorphine,39,F,,,,
Ventura,2014,Q2,Buprenorphine,48,F,,,,
Ventura,2014,Q3,Buprenorphine,56,F,,,,
Ventura,2014,Q4,Buprenorphine,68,F,,,,
Ventura,2015,Q1,Buprenorphine,80,F,,,,
Ventura,2015,Q2,Buprenorphine,98,F,,,,
Ventura,2015,Q3,Buprenorphine,135,F,,,,
Ventura,2015,Q4,Buprenorphine,141,F,,,,
Ventura,2016,Q1,Buprenorphine,157,F,,,,
Ventura,2016,Q2,Buprenorphine,179,F,,,,
Ventura,2016,Q3,Buprenorphine,186,F,,,,
Ventura,2016,Q4,Buprenorphine,207,F,,,,
Ventura,2017,Q1,Buprenorphine,200,F,,,,
Ventura,2017,Q2,Buprenorphine,208,F,,,,
Ventura,2017,Q3,Buprenorphine,229,F,,,,
Ventura,2017,Q4,Buprenorphine,238,F,,,,
Ventura,2018,Q1,Buprenorphine,258,F,,,,
Ventura,2018,Q2,Buprenorphine,248,F,,,,
Ventura,2018,Q3,Buprenorphine,265,F,,,,
